timestamp,valid_for_time,price,regime,regime_state,strategy_used,signal,volatility,noise_level,trend_deviation
2019.01.15 14:00,2019.01.15 15:00,108.503,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.057479,0.070321,0.001544
2019.01.16 19:00,2019.01.16 20:00,108.963,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.055491,0.070517,0.001737
2019.01.17 22:00,2019.01.17 23:00,109.231,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.077821,0.097568,0.000915
2019.01.23 03:00,2019.01.23 04:00,109.656,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.087778,0.142053,-0.00019
2019.01.24 17:00,2019.01.24 18:00,109.573,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.05718,0.069973,0.000484
2019.01.25 17:00,2019.01.25 18:00,109.678,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.078123,0.074629,0.000494
2019.01.30 21:00,2019.01.30 22:00,108.92,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.178786,0.286937,0.000743
2019.02.01 16:00,2019.02.01 17:00,109.108,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.054938,0.098145,0.000449
2019.02.04 15:00,2019.02.04 16:00,109.992,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.050335,0.07615,0.001732
2019.02.06 03:00,2019.02.06 04:00,109.983,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.043994,0.045432,0.00014
2019.02.11 11:00,2019.02.11 12:00,110.248,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.06592,0.116283,0.001343
2019.02.14 15:00,2019.02.14 16:00,110.602,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.128909,0.216565,3.3e-05
2019.02.19 06:00,2019.02.19 07:00,110.651,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.055924,0.087208,-3.5e-05
2019.02.20 21:00,2019.02.20 22:00,110.821,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.064055,0.097894,-0.000305
2019.02.25 18:00,2019.02.25 19:00,111.071,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.065115,0.104958,0.000736
2019.02.28 15:00,2019.02.28 16:00,111.091,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.087462,0.146205,-0.00052
2019.03.08 08:00,2019.03.08 09:00,111.08,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.053539,0.069098,-0.001397
2019.03.11 03:00,2019.03.11 04:00,111.089,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.069448,0.076631,-3.2e-05
2019.03.12 17:00,2019.03.12 18:00,111.377,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.072395,0.125744,-0.000153
2019.03.14 03:00,2019.03.14 04:00,111.46,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.092767,0.138118,-0.000576
2019.03.20 02:00,2019.03.20 03:00,111.61,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.062245,0.112505,0.000582
2019.03.26 11:00,2019.03.26 12:00,110.378,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.076374,0.103361,0.000669
2019.03.28 10:00,2019.03.28 11:00,110.281,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.087167,0.129929,-0.001571
2019.03.29 10:00,2019.03.29 11:00,110.755,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.074238,0.092697,0.000553
2019.04.01 17:00,2019.04.01 18:00,111.192,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.083724,0.13467,9.9e-05
2019.04.03 03:00,2019.04.03 04:00,111.472,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.057069,0.088237,2e-06
2019.04.09 16:00,2019.04.09 17:00,111.089,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.076996,0.079382,-0.00095
2019.04.24 22:00,2019.04.24 23:00,112.197,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.067742,0.0426,0.000582
2019.05.01 18:00,2019.05.01 19:00,111.178,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.073991,0.086335,-0.000793
2019.05.06 00:00,2019.05.06 01:00,110.597,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.144506,0.230183,-0.002046
2019.05.07 09:00,2019.05.07 10:00,110.717,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.062968,0.088996,-0.000789
2019.05.08 13:00,2019.05.08 14:00,110.0,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.081823,0.118532,-0.001081
2019.05.10 19:00,2019.05.10 20:00,109.678,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.048688,0.079789,-0.000636
2019.05.13 15:00,2019.05.13 16:00,109.132,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.144754,0.247724,-0.001033
2019.05.15 16:00,2019.05.15 17:00,109.342,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.053052,0.076337,-0.001324
2019.05.17 10:00,2019.05.17 11:00,109.722,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.071344,0.103641,-0.000382
2019.05.21 14:00,2019.05.21 15:00,110.424,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.065971,0.111663,0.000782
2019.05.28 12:00,2019.05.28 13:00,109.351,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.05763,0.064469,-0.00043
2019.05.29 19:00,2019.05.29 20:00,109.365,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.042729,0.039893,0.000157
2019.05.31 04:00,2019.05.31 05:00,109.338,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.071326,0.107991,-0.001382
2019.06.03 17:00,2019.06.03 18:00,108.368,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.055775,0.056312,0.0004
2019.06.05 15:00,2019.06.05 16:00,107.953,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.120855,0.19355,0.000389
2019.06.06 21:00,2019.06.06 22:00,108.438,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.084301,0.119679,-9.6e-05
2019.06.10 07:00,2019.06.10 08:00,108.658,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.070815,0.096983,0.001461
2019.06.14 15:00,2019.06.14 16:00,108.467,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.083106,0.134817,-0.000517
2019.06.18 17:00,2019.06.18 18:00,108.495,TENDENCIA_ALCISTA,0,BREAKOUT_BULL,1,0.096472,0.083926,-0.000608
2019.06.19 21:00,2019.06.19 22:00,107.963,TENDENCIA_BAJISTA,2,BREAKOUT_BEAR,-1,0.112191,0.181855,-0.000501
